GRIDODE,P00,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23
  194424,  60.949E-06,  60.949E-06,  60.800E-06,  60.949E-06,  61.045E-06,  60.014E-06,  58.654E-06,  58.836E-06,  57.964E-06,  60.372E-06,  60.356E-06,  60.734E-06,  60.508E-06,  60.282E-06,  60.651E-06,  60.383E-06,  60.762E-06,  60.949E-06,  60.430E-06,  61.098E-06,  60.949E-06,  60.977E-06,  60.949E-06,  60.949E-06
  194426,  25.668E-06,  25.668E-06,  25.668E-06,  25.668E-06,  25.749E-06,  25.668E-06,  25.034E-06,  25.363E-06,  23.916E-06,  24.104E-06,  25.862E-06,  25.842E-06,  26.114E-06,  24.985E-06,  25.296E-06,  25.681E-06,  25.555E-06,  25.668E-06,  25.668E-06,  25.963E-06,  25.668E-06,  25.668E-06,  25.668E-06,  25.668E-06
  194427, 372.010E-09, 372.010E-09, 372.010E-09, 372.010E-09, 476.174E-09, 372.010E-09,   1.751E-06,   1.803E-06,   1.302E-06, 599.895E-09, 992.575E-09,   1.757E-06, 372.010E-09,   1.154E-06, 372.010E-09, 574.307E-09, 391.139E-09, 372.010E-09, 372.010E-09,   1.125E-06, 372.010E-09, 372.010E-09, 372.010E-09, 372.010E-09
  194428,  92.802E-06,  92.802E-06,  92.802E-06,  92.802E-06,  92.802E-06,  92.768E-06,  89.098E-06,  89.795E-06,  91.454E-06,  90.721E-06,  95.667E-06,  96.755E-06,  95.816E-06,  96.117E-06,  94.512E-06,  93.697E-06,  94.652E-06,  94.641E-06,  92.291E-06,  92.806E-06,  93.828E-06,  93.045E-06,  96.593E-06,  92.802E-06
  194429,   6.461E-06,   6.461E-06,   6.461E-06,   6.461E-06,   6.461E-06,   6.461E-06,   7.137E-06,  11.670E-06,   7.485E-06,   6.123E-06,   5.962E-06,   5.953E-06,   6.067E-06,   7.339E-06,   6.526E-06,   6.544E-06,   6.013E-06,   7.313E-06,   6.461E-06,   7.549E-06,   6.557E-06,   6.461E-06,   7.829E-06,   6.461E-06
  194432,  39.232E-06,  39.232E-06,  39.232E-06,  39.232E-06,  39.232E-06,  39.035E-06,  37.217E-06,  38.600E-06,  37.830E-06,  38.281E-06,  40.161E-06,  39.460E-06,  39.104E-06,  40.037E-06,  38.859E-06,  38.479E-06,  39.142E-06,  39.294E-06,  39.275E-06,  38.283E-06,  38.914E-06,  39.232E-06,  39.442E-06,  38.956E-06
  195485,  25.668E-06,  25.668E-06,  25.668E-06,  25.668E-06,  25.749E-06,  25.668E-06,  25.034E-06,  25.363E-06,  23.916E-06,  24.104E-06,  25.862E-06,  25.842E-06,  26.114E-06,  24.985E-06,  25.296E-06,  25.681E-06,  25.555E-06,  25.668E-06,  25.668E-06,  25.963E-06,  25.668E-06,  25.668E-06,  25.668E-06,  25.668E-06
  195486, 372.010E-09, 372.010E-09, 372.010E-09, 372.010E-09, 476.174E-09, 372.010E-09,   1.751E-06,   1.803E-06,   1.302E-06, 599.895E-09, 992.575E-09,   1.757E-06, 372.010E-09,   1.154E-06, 372.010E-09, 574.307E-09, 391.139E-09, 372.010E-09, 372.010E-09,   1.125E-06, 372.010E-09, 372.010E-09, 372.010E-09, 372.010E-09
  195487,  92.802E-06,  92.802E-06,  92.802E-06,  92.802E-06,  92.802E-06,  92.768E-06,  89.098E-06,  89.795E-06,  91.454E-06,  90.721E-06,  95.667E-06,  96.755E-06,  95.816E-06,  96.117E-06,  94.512E-06,  93.697E-06,  94.652E-06,  94.641E-06,  92.291E-06,  92.806E-06,  93.828E-06,  93.045E-06,  96.593E-06,  92.802E-06
  195491,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,  40.237E-09,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00
  196546,  23.765E-06,  23.765E-06,  23.765E-06,  23.765E-06,  23.765E-06,  24.252E-06,  21.934E-06,  23.317E-06,  22.685E-06,  20.669E-06,  23.765E-06,  23.765E-06,  22.850E-06,  20.669E-06,  23.526E-06,  23.765E-06,  24.045E-06,  23.765E-06,  23.765E-06,  23.765E-06,  23.765E-06,  23.765E-06,  23.765E-06,  23.765E-06
  196550,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,  40.237E-09,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00
  197605,  23.765E-06,  23.765E-06,  23.765E-06,  23.765E-06,  23.765E-06,  24.252E-06,  21.934E-06,  23.317E-06,  22.685E-06,  20.669E-06,  23.765E-06,  23.765E-06,  22.850E-06,  20.669E-06,  23.526E-06,  23.765E-06,  24.045E-06,  23.765E-06,  23.765E-06,  23.765E-06,  23.765E-06,  23.765E-06,  23.765E-06,  23.765E-06
